treatment,group_id,round,player_id,other_id,amount,count,mturk_id,endowment
Endow,6,1,1,1,40,4,A1295RHU5X5GTX,4.0
Endow,6,1,2,2,10,1,A2LVCS009DMEAT,6.0
Endow,6,1,2,3,15,1,A2LVCS009DMEAT,6.0
Endow,6,1,2,8,30,2,A2LVCS009DMEAT,6.0
Endow,6,1,2,18,15,1,A2LVCS009DMEAT,6.0
Endow,6,1,2,20,15,1,A2LVCS009DMEAT,6.0
Endow,6,1,3,4,15,1,A1IIF95II8FISQ,2.0
Endow,6,1,3,7,15,1,A1IIF95II8FISQ,2.0
Endow,6,1,4,3,15,1,A3W2YF5RJ6R01N,4.0
Endow,6,1,4,4,20,2,A3W2YF5RJ6R01N,4.0
Endow,6,1,4,19,15,1,A3W2YF5RJ6R01N,4.0
Endow,6,1,7,7,10,1,AZBEA4X1GBSTI,4.0
Endow,6,1,7,11,15,1,AZBEA4X1GBSTI,4.0
Endow,6,1,8,5,15,1,A2HGRSPR50ENHL,6.0
Endow,6,1,8,7,15,1,A2HGRSPR50ENHL,6.0
Endow,6,1,8,8,10,1,A2HGRSPR50ENHL,6.0
Endow,6,1,9,9,20,2,A26LOVXF4QZZCO,2.0
Endow,6,1,10,6,15,1,A3PXCRGJZE1QC3,4.0
Endow,6,1,10,10,20,2,A3PXCRGJZE1QC3,4.0
Endow,6,1,10,20,15,1,A3PXCRGJZE1QC3,4.0
Endow,6,1,11,7,15,1,AJQGWGESKQT4Y,4.0
Endow,6,1,11,15,15,1,AJQGWGESKQT4Y,4.0
Endow,6,1,11,19,15,1,AJQGWGESKQT4Y,4.0
Endow,6,1,12,11,15,1,A36A780ODXBDEH,6.0
Endow,6,1,12,12,20,2,A36A780ODXBDEH,6.0
Endow,6,1,12,15,15,1,A36A780ODXBDEH,6.0
Endow,6,1,12,16,30,2,A36A780ODXBDEH,6.0
Endow,6,1,14,9,30,2,A2WWYVKGZZXBOB,4.0
Endow,6,1,14,14,20,2,A2WWYVKGZZXBOB,4.0
Endow,6,1,15,15,60,6,A2NAKIXS3DVGAA,6.0
Endow,6,1,16,3,15,1,A2XVL0RNQMWI17,2.0
Endow,6,1,16,17,15,1,A2XVL0RNQMWI17,2.0
Endow,6,1,17,1,15,1,A2LGGU6XX7Y9S9,4.0
Endow,6,1,17,17,20,2,A2LGGU6XX7Y9S9,4.0
Endow,6,1,17,20,15,1,A2LGGU6XX7Y9S9,4.0
Endow,6,1,18,2,15,1,A1F1OZ54G177D8,6.0
Endow,6,1,18,14,15,1,A1F1OZ54G177D8,6.0
Endow,6,1,18,17,15,1,A1F1OZ54G177D8,6.0
Endow,6,1,18,18,10,1,A1F1OZ54G177D8,6.0
Endow,6,1,19,3,15,1,A3PDTUA1YLJTMC,2.0
Endow,6,1,19,20,15,1,A3PDTUA1YLJTMC,2.0
Endow,6,1,20,17,15,1,A314KKX6ONDO9O,4.0
Endow,6,1,20,19,15,1,A314KKX6ONDO9O,4.0
Endow,6,2,1,1,30,3,A1295RHU5X5GTX,4.0
Endow,6,2,1,17,15,1,A1295RHU5X5GTX,4.0
Endow,6,2,2,8,15,1,A2LVCS009DMEAT,6.0
Endow,6,2,2,12,15,1,A2LVCS009DMEAT,6.0
Endow,6,2,2,17,15,1,A2LVCS009DMEAT,6.0
Endow,6,2,2,18,30,2,A2LVCS009DMEAT,6.0
Endow,6,2,3,18,15,1,A1IIF95II8FISQ,2.0
Endow,6,2,4,3,15,1,A3W2YF5RJ6R01N,4.0
Endow,6,2,4,4,10,1,A3W2YF5RJ6R01N,4.0
Endow,6,2,4,16,15,1,A3W2YF5RJ6R01N,4.0
Endow,6,2,4,19,15,1,A3W2YF5RJ6R01N,4.0
Endow,6,2,5,5,50,5,A3K7K7IANZADVD,6.0
Endow,6,2,5,6,15,1,A3K7K7IANZADVD,6.0
Endow,6,2,7,2,15,1,AZBEA4X1GBSTI,4.0
Endow,6,2,7,3,15,1,AZBEA4X1GBSTI,4.0
Endow,6,2,7,6,30,2,AZBEA4X1GBSTI,4.0
Endow,6,2,8,6,15,1,A2HGRSPR50ENHL,6.0
Endow,6,2,8,7,15,1,A2HGRSPR50ENHL,6.0
Endow,6,2,8,11,30,2,A2HGRSPR50ENHL,6.0
Endow,6,2,8,12,30,2,A2HGRSPR50ENHL,6.0
Endow,6,2,9,13,30,2,A26LOVXF4QZZCO,2.0
Endow,6,2,10,2,15,1,A3PXCRGJZE1QC3,4.0
Endow,6,2,10,6,15,1,A3PXCRGJZE1QC3,4.0
Endow,6,2,10,9,15,1,A3PXCRGJZE1QC3,4.0
Endow,6,2,10,14,15,1,A3PXCRGJZE1QC3,4.0
Endow,6,2,11,6,15,1,AJQGWGESKQT4Y,4.0
Endow,6,2,11,8,15,1,AJQGWGESKQT4Y,4.0
Endow,6,2,11,10,15,1,AJQGWGESKQT4Y,4.0
Endow,6,2,11,14,15,1,AJQGWGESKQT4Y,4.0
Endow,6,2,12,1,15,1,A36A780ODXBDEH,6.0
Endow,6,2,12,3,15,1,A36A780ODXBDEH,6.0
Endow,6,2,12,4,15,1,A36A780ODXBDEH,6.0
Endow,6,2,12,12,30,3,A36A780ODXBDEH,6.0
Endow,6,2,14,14,40,4,A2WWYVKGZZXBOB,4.0
Endow,6,2,15,15,60,6,A2NAKIXS3DVGAA,6.0
Endow,6,2,16,4,15,1,A2XVL0RNQMWI17,2.0
Endow,6,2,16,9,15,1,A2XVL0RNQMWI17,2.0
Endow,6,2,17,1,15,1,A2LGGU6XX7Y9S9,4.0
Endow,6,2,17,16,15,1,A2LGGU6XX7Y9S9,4.0
Endow,6,2,17,17,10,1,A2LGGU6XX7Y9S9,4.0
Endow,6,2,17,20,15,1,A2LGGU6XX7Y9S9,4.0
Endow,6,2,18,1,15,1,A1F1OZ54G177D8,6.0
Endow,6,2,18,2,15,1,A1F1OZ54G177D8,6.0
Endow,6,2,18,13,15,1,A1F1OZ54G177D8,6.0
Endow,6,2,18,14,15,1,A1F1OZ54G177D8,6.0
Endow,6,2,18,17,30,2,A1F1OZ54G177D8,6.0
Endow,6,2,19,15,15,1,A3PDTUA1YLJTMC,2.0
Endow,6,2,19,18,15,1,A3PDTUA1YLJTMC,2.0
Endow,6,2,20,2,15,1,A314KKX6ONDO9O,4.0
Endow,6,2,20,17,15,1,A314KKX6ONDO9O,4.0
Endow,6,2,20,19,15,1,A314KKX6ONDO9O,4.0
Endow,6,2,20,20,10,1,A314KKX6ONDO9O,4.0
Endow,6,3,1,1,40,4,A1295RHU5X5GTX,4.0
Endow,6,3,2,1,30,2,A2LVCS009DMEAT,6.0
Endow,6,3,2,2,20,2,A2LVCS009DMEAT,6.0
Endow,6,3,2,5,15,1,A2LVCS009DMEAT,6.0
Endow,6,3,2,8,15,1,A2LVCS009DMEAT,6.0
Endow,6,3,3,1,15,1,A1IIF95II8FISQ,2.0
Endow,6,3,3,19,15,1,A1IIF95II8FISQ,2.0
Endow,6,3,4,3,15,1,A3W2YF5RJ6R01N,4.0
Endow,6,3,4,4,20,2,A3W2YF5RJ6R01N,4.0
Endow,6,3,4,13,15,1,A3W2YF5RJ6R01N,4.0
Endow,6,3,5,6,90,6,A3K7K7IANZADVD,6.0
Endow,6,3,7,2,15,1,AZBEA4X1GBSTI,4.0
Endow,6,3,7,3,15,1,AZBEA4X1GBSTI,4.0
Endow,6,3,7,6,15,1,AZBEA4X1GBSTI,4.0
Endow,6,3,7,8,15,1,AZBEA4X1GBSTI,4.0
Endow,6,3,8,2,15,1,A2HGRSPR50ENHL,6.0
Endow,6,3,8,4,15,1,A2HGRSPR50ENHL,6.0
Endow,6,3,8,6,15,1,A2HGRSPR50ENHL,6.0
Endow,6,3,8,8,10,1,A2HGRSPR50ENHL,6.0
Endow,6,3,8,12,15,1,A2HGRSPR50ENHL,6.0
Endow,6,3,9,13,15,1,A26LOVXF4QZZCO,2.0
Endow,6,3,9,16,15,1,A26LOVXF4QZZCO,2.0
Endow,6,3,10,10,40,4,A3PXCRGJZE1QC3,4.0
Endow,6,3,11,6,15,1,AJQGWGESKQT4Y,4.0
Endow,6,3,11,10,15,1,AJQGWGESKQT4Y,4.0
Endow,6,3,11,12,15,1,AJQGWGESKQT4Y,4.0
Endow,6,3,11,15,15,1,AJQGWGESKQT4Y,4.0
Endow,6,3,12,2,15,1,A36A780ODXBDEH,6.0
Endow,6,3,12,8,15,1,A36A780ODXBDEH,6.0
Endow,6,3,12,9,15,1,A36A780ODXBDEH,6.0
Endow,6,3,12,12,20,2,A36A780ODXBDEH,6.0
Endow,6,3,12,13,15,1,A36A780ODXBDEH,6.0
Endow,6,3,13,9,30,2,A55CXM7QR7R0N,2.0
Endow,6,3,14,10,30,2,A2WWYVKGZZXBOB,4.0
Endow,6,3,14,11,30,2,A2WWYVKGZZXBOB,4.0
Endow,6,3,15,15,60,6,A2NAKIXS3DVGAA,6.0
Endow,6,3,16,7,15,1,A2XVL0RNQMWI17,2.0
Endow,6,3,16,14,15,1,A2XVL0RNQMWI17,2.0
Endow,6,3,17,16,15,1,A2LGGU6XX7Y9S9,4.0
Endow,6,3,17,17,10,1,A2LGGU6XX7Y9S9,4.0
Endow,6,3,17,18,15,1,A2LGGU6XX7Y9S9,4.0
Endow,6,3,17,20,15,1,A2LGGU6XX7Y9S9,4.0
Endow,6,3,18,1,15,1,A1F1OZ54G177D8,6.0
Endow,6,3,18,5,15,1,A1F1OZ54G177D8,6.0
Endow,6,3,18,6,15,1,A1F1OZ54G177D8,6.0
Endow,6,3,18,13,15,1,A1F1OZ54G177D8,6.0
Endow,6,3,18,17,30,2,A1F1OZ54G177D8,6.0
Endow,6,3,19,4,15,1,A3PDTUA1YLJTMC,2.0
Endow,6,3,19,16,15,1,A3PDTUA1YLJTMC,2.0
Endow,6,3,20,2,15,1,A314KKX6ONDO9O,4.0
Endow,6,3,20,10,15,1,A314KKX6ONDO9O,4.0
Endow,6,3,20,15,15,1,A314KKX6ONDO9O,4.0
Endow,6,3,20,19,15,1,A314KKX6ONDO9O,4.0
Endow,6,4,1,1,40,4,A1295RHU5X5GTX,4.0
Endow,6,4,2,1,45,3,A2LVCS009DMEAT,6.0
Endow,6,4,2,2,10,1,A2LVCS009DMEAT,6.0
Endow,6,4,2,6,15,1,A2LVCS009DMEAT,6.0
Endow,6,4,2,20,15,1,A2LVCS009DMEAT,6.0
Endow,6,4,3,1,30,2,A1IIF95II8FISQ,2.0
Endow,6,4,4,4,20,2,A3W2YF5RJ6R01N,4.0
Endow,6,4,4,13,15,1,A3W2YF5RJ6R01N,4.0
Endow,6,4,5,6,90,6,A3K7K7IANZADVD,6.0
Endow,6,4,7,7,10,1,AZBEA4X1GBSTI,4.0
Endow,6,4,7,16,30,2,AZBEA4X1GBSTI,4.0
Endow,6,4,8,2,15,1,A2HGRSPR50ENHL,6.0
Endow,6,4,8,3,15,1,A2HGRSPR50ENHL,6.0
Endow,6,4,8,4,15,1,A2HGRSPR50ENHL,6.0
Endow,6,4,8,6,15,1,A2HGRSPR50ENHL,6.0
Endow,6,4,8,11,15,1,A2HGRSPR50ENHL,6.0
Endow,6,4,8,12,15,1,A2HGRSPR50ENHL,6.0
Endow,6,4,9,16,30,2,A26LOVXF4QZZCO,2.0
Endow,6,4,10,10,10,1,A3PXCRGJZE1QC3,4.0
Endow,6,4,10,13,30,2,A3PXCRGJZE1QC3,4.0
Endow,6,4,10,14,15,1,A3PXCRGJZE1QC3,4.0
Endow,6,4,11,10,30,2,AJQGWGESKQT4Y,4.0
Endow,6,4,11,18,15,1,AJQGWGESKQT4Y,4.0
Endow,6,4,11,19,15,1,AJQGWGESKQT4Y,4.0
Endow,6,4,12,8,30,2,A36A780ODXBDEH,6.0
Endow,6,4,12,10,15,1,A36A780ODXBDEH,6.0
Endow,6,4,12,11,15,1,A36A780ODXBDEH,6.0
Endow,6,4,12,14,15,1,A36A780ODXBDEH,6.0
Endow,6,4,12,18,15,1,A36A780ODXBDEH,6.0
Endow,6,4,13,12,15,1,A55CXM7QR7R0N,2.0
Endow,6,4,14,6,30,2,A2WWYVKGZZXBOB,4.0
Endow,6,4,14,7,15,1,A2WWYVKGZZXBOB,4.0
Endow,6,4,14,15,15,1,A2WWYVKGZZXBOB,4.0
Endow,6,4,15,15,60,6,A2NAKIXS3DVGAA,6.0
Endow,6,4,16,6,15,1,A2XVL0RNQMWI17,2.0
Endow,6,4,16,11,15,1,A2XVL0RNQMWI17,2.0
Endow,6,4,17,13,15,1,A2LGGU6XX7Y9S9,4.0
Endow,6,4,17,16,15,1,A2LGGU6XX7Y9S9,4.0
Endow,6,4,17,17,10,1,A2LGGU6XX7Y9S9,4.0
Endow,6,4,17,20,15,1,A2LGGU6XX7Y9S9,4.0
Endow,6,4,18,10,45,3,A1F1OZ54G177D8,6.0
Endow,6,4,18,11,15,1,A1F1OZ54G177D8,6.0
Endow,6,4,18,18,10,1,A1F1OZ54G177D8,6.0
Endow,6,4,18,20,15,1,A1F1OZ54G177D8,6.0
Endow,6,4,19,3,15,1,A3PDTUA1YLJTMC,2.0
Endow,6,4,19,20,15,1,A3PDTUA1YLJTMC,2.0
Endow,6,4,20,4,15,1,A314KKX6ONDO9O,4.0
Endow,6,4,20,10,15,1,A314KKX6ONDO9O,4.0
Endow,6,4,20,18,15,1,A314KKX6ONDO9O,4.0
Endow,6,4,20,20,10,1,A314KKX6ONDO9O,4.0
Endow,6,5,1,1,30,3,A1295RHU5X5GTX,4.0
Endow,6,5,1,3,15,1,A1295RHU5X5GTX,4.0
Endow,6,5,2,5,15,1,A2LVCS009DMEAT,6.0
Endow,6,5,2,8,15,1,A2LVCS009DMEAT,6.0
Endow,6,5,3,1,30,2,A1IIF95II8FISQ,2.0
Endow,6,5,4,4,20,2,A3W2YF5RJ6R01N,4.0
Endow,6,5,4,9,15,1,A3W2YF5RJ6R01N,4.0
Endow,6,5,4,19,15,1,A3W2YF5RJ6R01N,4.0
Endow,6,5,5,5,60,6,A3K7K7IANZADVD,6.0
Endow,6,5,7,7,10,1,AZBEA4X1GBSTI,4.0
Endow,6,5,7,14,30,2,AZBEA4X1GBSTI,4.0
Endow,6,5,7,16,15,1,AZBEA4X1GBSTI,4.0
Endow,6,5,8,2,15,1,A2HGRSPR50ENHL,6.0
Endow,6,5,8,3,30,2,A2HGRSPR50ENHL,6.0
Endow,6,5,8,4,15,1,A2HGRSPR50ENHL,6.0
Endow,6,5,8,5,15,1,A2HGRSPR50ENHL,6.0
Endow,6,5,8,6,15,1,A2HGRSPR50ENHL,6.0
Endow,6,5,9,16,30,2,A26LOVXF4QZZCO,2.0
Endow,6,5,10,9,30,2,A3PXCRGJZE1QC3,4.0
Endow,6,5,10,10,10,1,A3PXCRGJZE1QC3,4.0
Endow,6,5,11,7,15,1,AJQGWGESKQT4Y,4.0
Endow,6,5,11,12,15,1,AJQGWGESKQT4Y,4.0
Endow,6,5,11,14,15,1,AJQGWGESKQT4Y,4.0
Endow,6,5,11,16,15,1,AJQGWGESKQT4Y,4.0
Endow,6,5,12,7,30,2,A36A780ODXBDEH,6.0
Endow,6,5,12,12,20,2,A36A780ODXBDEH,6.0
Endow,6,5,12,13,30,2,A36A780ODXBDEH,6.0
Endow,6,5,14,14,40,4,A2WWYVKGZZXBOB,4.0
Endow,6,5,15,15,60,6,A2NAKIXS3DVGAA,6.0
Endow,6,5,16,5,15,1,A2XVL0RNQMWI17,2.0
Endow,6,5,16,13,15,1,A2XVL0RNQMWI17,2.0
Endow,6,5,17,13,15,1,A2LGGU6XX7Y9S9,4.0
Endow,6,5,17,16,15,1,A2LGGU6XX7Y9S9,4.0
Endow,6,5,17,17,10,1,A2LGGU6XX7Y9S9,4.0
Endow,6,5,17,20,15,1,A2LGGU6XX7Y9S9,4.0
Endow,6,5,18,16,15,1,A1F1OZ54G177D8,6.0
Endow,6,5,18,17,15,1,A1F1OZ54G177D8,6.0
Endow,6,5,19,8,15,1,A3PDTUA1YLJTMC,2.0
Endow,6,5,19,12,15,1,A3PDTUA1YLJTMC,2.0
Endow,6,5,20,2,15,1,A314KKX6ONDO9O,4.0
Endow,6,5,20,3,15,1,A314KKX6ONDO9O,4.0
Endow,6,5,20,10,15,1,A314KKX6ONDO9O,4.0
Endow,6,5,20,18,15,1,A314KKX6ONDO9O,4.0
Endow,6,6,1,1,30,3,A1295RHU5X5GTX,4.0
Endow,6,6,1,5,15,1,A1295RHU5X5GTX,4.0
Endow,6,6,2,1,60,4,A2LVCS009DMEAT,6.0
Endow,6,6,2,2,10,1,A2LVCS009DMEAT,6.0
Endow,6,6,2,4,15,1,A2LVCS009DMEAT,6.0
Endow,6,6,3,1,15,1,A1IIF95II8FISQ,2.0
Endow,6,6,3,6,15,1,A1IIF95II8FISQ,2.0
Endow,6,6,4,4,20,2,A3W2YF5RJ6R01N,4.0
Endow,6,6,4,9,15,1,A3W2YF5RJ6R01N,4.0
Endow,6,6,4,19,15,1,A3W2YF5RJ6R01N,4.0
Endow,6,6,5,5,30,3,A3K7K7IANZADVD,6.0
Endow,6,6,5,9,15,1,A3K7K7IANZADVD,6.0
Endow,6,6,5,12,30,2,A3K7K7IANZADVD,6.0
Endow,6,6,7,7,20,2,AZBEA4X1GBSTI,4.0
Endow,6,6,7,16,30,2,AZBEA4X1GBSTI,4.0
Endow,6,6,8,3,15,1,A2HGRSPR50ENHL,6.0
Endow,6,6,8,9,15,1,A2HGRSPR50ENHL,6.0
Endow,6,6,8,11,15,1,A2HGRSPR50ENHL,6.0
Endow,6,6,8,19,15,1,A2HGRSPR50ENHL,6.0
Endow,6,6,9,13,15,1,A26LOVXF4QZZCO,2.0
Endow,6,6,9,16,15,1,A26LOVXF4QZZCO,2.0
Endow,6,6,10,5,15,1,A3PXCRGJZE1QC3,4.0
Endow,6,6,10,9,45,3,A3PXCRGJZE1QC3,4.0
Endow,6,6,11,6,15,1,AJQGWGESKQT4Y,4.0
Endow,6,6,11,7,30,2,AJQGWGESKQT4Y,4.0
Endow,6,6,11,9,15,1,AJQGWGESKQT4Y,4.0
Endow,6,6,12,12,40,4,A36A780ODXBDEH,6.0
Endow,6,6,12,19,30,2,A36A780ODXBDEH,6.0
Endow,6,6,14,14,40,4,A2WWYVKGZZXBOB,4.0
Endow,6,6,15,15,60,6,A2NAKIXS3DVGAA,6.0
Endow,6,6,16,8,15,1,A2XVL0RNQMWI17,2.0
Endow,6,6,16,19,15,1,A2XVL0RNQMWI17,2.0
Endow,6,6,17,13,15,1,A2LGGU6XX7Y9S9,4.0
Endow,6,6,17,16,15,1,A2LGGU6XX7Y9S9,4.0
Endow,6,6,17,17,10,1,A2LGGU6XX7Y9S9,4.0
Endow,6,6,17,20,15,1,A2LGGU6XX7Y9S9,4.0
Endow,6,6,18,1,15,1,A1F1OZ54G177D8,6.0
Endow,6,6,18,5,15,1,A1F1OZ54G177D8,6.0
Endow,6,6,18,6,15,1,A1F1OZ54G177D8,6.0
Endow,6,6,18,8,15,1,A1F1OZ54G177D8,6.0
Endow,6,6,18,13,15,1,A1F1OZ54G177D8,6.0
Endow,6,6,18,17,15,1,A1F1OZ54G177D8,6.0
Endow,6,6,19,10,15,1,A3PDTUA1YLJTMC,2.0
Endow,6,6,19,14,15,1,A3PDTUA1YLJTMC,2.0
Endow,6,6,20,10,15,1,A314KKX6ONDO9O,4.0
Endow,6,6,20,15,15,1,A314KKX6ONDO9O,4.0
Endow,6,6,20,18,15,1,A314KKX6ONDO9O,4.0
Endow,6,6,20,19,15,1,A314KKX6ONDO9O,4.0
Endow,6,7,1,1,30,3,A1295RHU5X5GTX,4.0
Endow,6,7,1,18,15,1,A1295RHU5X5GTX,4.0
Endow,6,7,2,1,45,3,A2LVCS009DMEAT,6.0
Endow,6,7,2,2,30,3,A2LVCS009DMEAT,6.0
Endow,6,7,3,17,15,1,A1IIF95II8FISQ,2.0
Endow,6,7,3,19,15,1,A1IIF95II8FISQ,2.0
Endow,6,7,4,4,20,2,A3W2YF5RJ6R01N,4.0
Endow,6,7,4,11,15,1,A3W2YF5RJ6R01N,4.0
Endow,6,7,4,18,15,1,A3W2YF5RJ6R01N,4.0
Endow,6,7,5,11,75,5,A3K7K7IANZADVD,6.0
Endow,6,7,7,7,20,2,AZBEA4X1GBSTI,4.0
Endow,6,7,7,12,30,2,AZBEA4X1GBSTI,4.0
Endow,6,7,8,8,20,2,A2HGRSPR50ENHL,6.0
Endow,6,7,8,11,15,1,A2HGRSPR50ENHL,6.0
Endow,6,7,8,16,30,2,A2HGRSPR50ENHL,6.0
Endow,6,7,8,19,15,1,A2HGRSPR50ENHL,6.0
Endow,6,7,9,13,15,1,A26LOVXF4QZZCO,2.0
Endow,6,7,9,16,15,1,A26LOVXF4QZZCO,2.0
Endow,6,7,10,10,40,4,A3PXCRGJZE1QC3,4.0
Endow,6,7,11,6,15,1,AJQGWGESKQT4Y,4.0
Endow,6,7,11,7,15,1,AJQGWGESKQT4Y,4.0
Endow,6,7,11,14,15,1,AJQGWGESKQT4Y,4.0
Endow,6,7,11,16,15,1,AJQGWGESKQT4Y,4.0
Endow,6,7,12,5,30,2,A36A780ODXBDEH,6.0
Endow,6,7,12,12,40,4,A36A780ODXBDEH,6.0
Endow,6,7,13,5,15,1,A55CXM7QR7R0N,2.0
Endow,6,7,13,6,15,1,A55CXM7QR7R0N,2.0
Endow,6,7,14,3,15,1,A2WWYVKGZZXBOB,4.0
Endow,6,7,14,14,20,2,A2WWYVKGZZXBOB,4.0
Endow,6,7,14,18,15,1,A2WWYVKGZZXBOB,4.0
Endow,6,7,15,15,60,6,A2NAKIXS3DVGAA,6.0
Endow,6,7,16,11,15,1,A2XVL0RNQMWI17,2.0
Endow,6,7,16,18,15,1,A2XVL0RNQMWI17,2.0
Endow,6,7,17,9,15,1,A2LGGU6XX7Y9S9,4.0
Endow,6,7,17,13,15,1,A2LGGU6XX7Y9S9,4.0
Endow,6,7,17,16,15,1,A2LGGU6XX7Y9S9,4.0
Endow,6,7,17,17,10,1,A2LGGU6XX7Y9S9,4.0
Endow,6,7,18,5,15,1,A1F1OZ54G177D8,6.0
Endow,6,7,18,6,15,1,A1F1OZ54G177D8,6.0
Endow,6,7,18,7,15,1,A1F1OZ54G177D8,6.0
Endow,6,7,18,10,15,1,A1F1OZ54G177D8,6.0
Endow,6,7,18,13,15,1,A1F1OZ54G177D8,6.0
Endow,6,7,18,14,15,1,A1F1OZ54G177D8,6.0
Endow,6,7,19,6,15,1,A3PDTUA1YLJTMC,2.0
Endow,6,7,19,18,15,1,A3PDTUA1YLJTMC,2.0
Endow,6,7,20,10,15,1,A314KKX6ONDO9O,4.0
Endow,6,7,20,15,15,1,A314KKX6ONDO9O,4.0
Endow,6,7,20,18,15,1,A314KKX6ONDO9O,4.0
Endow,6,7,20,19,15,1,A314KKX6ONDO9O,4.0
Endow,6,8,1,1,20,2,A1295RHU5X5GTX,4.0
Endow,6,8,1,2,30,2,A1295RHU5X5GTX,4.0
Endow,6,8,2,1,30,2,A2LVCS009DMEAT,6.0
Endow,6,8,2,2,40,4,A2LVCS009DMEAT,6.0
Endow,6,8,3,4,15,1,A1IIF95II8FISQ,2.0
Endow,6,8,3,14,15,1,A1IIF95II8FISQ,2.0
Endow,6,8,4,4,40,4,A3W2YF5RJ6R01N,4.0
Endow,6,8,5,5,60,6,A3K7K7IANZADVD,6.0
Endow,6,8,7,7,30,3,AZBEA4X1GBSTI,4.0
Endow,6,8,7,18,15,1,AZBEA4X1GBSTI,4.0
Endow,6,8,8,8,60,6,A2HGRSPR50ENHL,6.0
Endow,6,8,9,10,15,1,A26LOVXF4QZZCO,2.0
Endow,6,8,9,16,15,1,A26LOVXF4QZZCO,2.0
Endow,6,8,10,10,10,1,A3PXCRGJZE1QC3,4.0
Endow,6,8,10,14,15,1,A3PXCRGJZE1QC3,4.0
Endow,6,8,11,3,15,1,AJQGWGESKQT4Y,4.0
Endow,6,8,11,4,15,1,AJQGWGESKQT4Y,4.0
Endow,6,8,11,8,15,1,AJQGWGESKQT4Y,4.0
Endow,6,8,11,12,15,1,AJQGWGESKQT4Y,4.0
Endow,6,8,12,7,30,2,A36A780ODXBDEH,6.0
Endow,6,8,12,9,15,1,A36A780ODXBDEH,6.0
Endow,6,8,12,13,15,1,A36A780ODXBDEH,6.0
Endow,6,8,12,15,15,1,A36A780ODXBDEH,6.0
Endow,6,8,12,16,15,1,A36A780ODXBDEH,6.0
Endow,6,8,13,16,15,1,A55CXM7QR7R0N,2.0
Endow,6,8,13,17,15,1,A55CXM7QR7R0N,2.0
Endow,6,8,14,14,40,4,A2WWYVKGZZXBOB,4.0
Endow,6,8,15,15,60,6,A2NAKIXS3DVGAA,6.0
Endow,6,8,16,18,15,1,A2XVL0RNQMWI17,2.0
Endow,6,8,16,19,15,1,A2XVL0RNQMWI17,2.0
Endow,6,8,17,3,15,1,A2LGGU6XX7Y9S9,4.0
Endow,6,8,17,17,30,3,A2LGGU6XX7Y9S9,4.0
Endow,6,8,18,5,15,1,A1F1OZ54G177D8,6.0
Endow,6,8,18,10,15,1,A1F1OZ54G177D8,6.0
Endow,6,8,18,11,15,1,A1F1OZ54G177D8,6.0
Endow,6,8,18,15,15,1,A1F1OZ54G177D8,6.0
Endow,6,8,18,18,10,1,A1F1OZ54G177D8,6.0
Endow,6,8,18,20,15,1,A1F1OZ54G177D8,6.0
Endow,6,8,19,3,15,1,A3PDTUA1YLJTMC,2.0
Endow,6,8,19,18,15,1,A3PDTUA1YLJTMC,2.0
Endow,6,8,20,14,15,1,A314KKX6ONDO9O,4.0
Endow,6,8,20,19,15,1,A314KKX6ONDO9O,4.0
Endow,6,8,20,20,20,2,A314KKX6ONDO9O,4.0
Endow,6,9,1,1,30,3,A1295RHU5X5GTX,4.0
Endow,6,9,1,2,15,1,A1295RHU5X5GTX,4.0
Endow,6,9,2,1,45,3,A2LVCS009DMEAT,6.0
Endow,6,9,2,2,30,3,A2LVCS009DMEAT,6.0
Endow,6,9,3,17,15,1,A1IIF95II8FISQ,2.0
Endow,6,9,4,3,15,1,A3W2YF5RJ6R01N,4.0
Endow,6,9,4,4,10,1,A3W2YF5RJ6R01N,4.0
Endow,6,9,4,9,15,1,A3W2YF5RJ6R01N,4.0
Endow,6,9,4,11,15,1,A3W2YF5RJ6R01N,4.0
Endow,6,9,5,5,20,2,A3K7K7IANZADVD,6.0
Endow,6,9,5,9,15,1,A3K7K7IANZADVD,6.0
Endow,6,9,5,11,30,2,A3K7K7IANZADVD,6.0
Endow,6,9,5,12,15,1,A3K7K7IANZADVD,6.0
Endow,6,9,7,7,20,2,AZBEA4X1GBSTI,4.0
Endow,6,9,7,12,30,2,AZBEA4X1GBSTI,4.0
Endow,6,9,8,8,60,6,A2HGRSPR50ENHL,6.0
Endow,6,9,9,9,10,1,A26LOVXF4QZZCO,2.0
Endow,6,9,9,16,15,1,A26LOVXF4QZZCO,2.0
Endow,6,9,10,5,15,1,A3PXCRGJZE1QC3,4.0
Endow,6,9,10,6,30,2,A3PXCRGJZE1QC3,4.0
Endow,6,9,10,13,15,1,A3PXCRGJZE1QC3,4.0
Endow,6,9,11,9,15,1,AJQGWGESKQT4Y,4.0
Endow,6,9,11,10,15,1,AJQGWGESKQT4Y,4.0
Endow,6,9,11,16,15,1,AJQGWGESKQT4Y,4.0
Endow,6,9,11,19,15,1,AJQGWGESKQT4Y,4.0
Endow,6,9,12,11,15,1,A36A780ODXBDEH,6.0
Endow,6,9,12,12,10,1,A36A780ODXBDEH,6.0
Endow,6,9,12,15,45,3,A36A780ODXBDEH,6.0
Endow,6,9,12,16,15,1,A36A780ODXBDEH,6.0
Endow,6,9,13,16,15,1,A55CXM7QR7R0N,2.0
Endow,6,9,14,14,40,4,A2WWYVKGZZXBOB,4.0
